OrderID,OrderDate,CustomerID,CustomerName,Region,SalesChannel,ProductID,ProductName,Category,BusinessLine,UnitPrice,Quantity,Discount,Revenue,Cost,Profit,CustomerTenureMonths,CustomerSegment,Industry,LastPurchaseDaysAgo
O000454,2024-04-08,C0052,Customer 052,China,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,8,0.03,1396.8,720,676.8,20,Enterprise,Technology,49
O000455,2024-12-04,C0147,Customer 147,Thailand,Retail,M002,Operating Table,Medical Equipment,Medical,18000,1,0.08,16560.0,11000,5560.0,35,SME,Technology,79
O000456,2025-09-05,C0115,Customer 115,Indonesia,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,1,0.06,16920.0,11000,5920.0,63,Retail,Robotics,57
O000457,2023-07-29,C0070,Customer 070,China,Online,M002,Operating Table,Medical Equipment,Medical,18000,1,0.06,16920.0,11000,5920.0,1,Retail,Hospital Systems,86
O000458,2024-09-04,C0004,Customer 004,Indonesia,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.16,21000.0,15000,6000.0,92,Enterprise,Robotics,167
O000459,2023-09-30,C0161,Customer 161,Thailand,Distributor,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,11,0.04,1003.2,495,508.2,79,SME,Hospital Systems,26
O000460,2023-01-18,C0098,Customer 098,Singapore,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,10,0.07,2976.0,1700,1276.0,79,Enterprise,Technology,19
O000461,2024-03-12,C0105,Customer 105,Indonesia,Distributor,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,8,0.11,676.4,360,316.4,21,SME,Technology,122
O000462,2025-06-25,C0154,Customer 154,Singapore,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.09,23205.0,15000,8205.0,61,Retail,Smart Home,123
O000463,2023-10-14,C0030,Customer 030,Indonesia,Retail,M002,Operating Table,Medical Equipment,Medical,18000,1,0.05,17100.0,11000,6100.0,48,SME,Automotive OEM,42
O000464,2025-05-29,C0205,Customer 205,China,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,6,0.07,4352.4,2520,1832.4,57,Retail,Medical Distributors,43
O000465,2023-06-22,C0003,Customer 003,Singapore,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.16,7140.0,5000,2140.0,30,Enterprise,Robotics,130
O000466,2023-02-24,C0059,Customer 059,Indonesia,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,9,0.05,812.25,405,407.25,27,SME,Smart Home,172
O000467,2025-11-09,C0122,Customer 122,Thailand,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.05,16150.0,10000,6150.0,3,Retail,Technology,139
O000468,2023-04-22,C0138,Customer 138,Singapore,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.12,7480.0,5000,2480.0,32,Enterprise,Technology,119
O000469,2024-05-08,C0016,Customer 016,Malaysia,Direct Sales,A004,Robotics Motion Controller,Electronics,Autonomous,950,9,0.06,8037.0,4860,3177.0,82,SME,Smart Home,177
O000470,2023-01-25,C0116,Customer 116,Thailand,Online,A002,Control Unit Module,Electronics,Autonomous,780,6,0.03,4539.6,2520,2019.6,50,SME,Hospital Systems,87
O000471,2025-05-11,C0206,Customer 206,Thailand,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,7,0.13,4750.2,2940,1810.2,42,Retail,Hospital Systems,15
O000472,2023-05-30,C0147,Customer 147,Thailand,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.03,11640.0,7000,4640.0,35,SME,Technology,79
O000473,2024-03-17,C0048,Customer 048,Malaysia,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.17,19920.0,14000,5920.0,10,Enterprise,Robotics,114
O000474,2025-03-26,C0043,Customer 043,Malaysia,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,6,0.09,982.8,540,442.8,32,SME,Technology,122
O000475,2025-10-23,C0162,Customer 162,Malaysia,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,3,0.08,1711.2,1050,661.2,85,SME,Smart Home,21
O000476,2023-06-18,C0142,Customer 142,Thailand,Distributor,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,8,0.05,722.0,360,362.0,11,SME,Robotics,62
O000477,2024-09-26,C0052,Customer 052,China,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,3,0.18,44280.0,33000,11280.0,20,Enterprise,Technology,49
O000478,2023-11-15,C0149,Customer 149,Indonesia,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,5,0.03,873.0,450,423.0,25,Retail,Automotive OEM,56
O000479,2023-05-16,C0042,Customer 042,Indonesia,Retail,A001,Advanced PCB Board,Electronics,Autonomous,450,7,0.08,2898.0,1750,1148.0,28,Enterprise,Technology,139
O000480,2024-05-03,C0195,Customer 195,Malaysia,Distributor,M001,Surgical Light System,Medical Equipment,Medical,12000,4,0.04,46080.0,28000,18080.0,53,SME,Robotics,12
O000481,2025-06-08,C0147,Customer 147,Thailand,Retail,M002,Operating Table,Medical Equipment,Medical,18000,3,0.07,50220.0,33000,17220.0,35,SME,Technology,79
O000482,2023-04-23,C0094,Customer 094,Thailand,Distributor,A001,Advanced PCB Board,Electronics,Autonomous,450,4,0.06,1692.0,1000,692.0,87,SME,Technology,55
O000483,2023-10-09,C0054,Customer 054,Singapore,Direct Sales,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,4,0.04,537.6,280,257.6,7,SME,Hospital Systems,150
O000484,2024-12-11,C0209,Customer 209,Singapore,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,8,0.05,1368.0,720,648.0,80,SME,Industrial Automation,175
O000485,2023-09-17,C0110,Customer 110,Malaysia,Online,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,5,0.1,630.0,350,280.0,91,SME,Automotive OEM,55
O000486,2023-08-30,C0057,Customer 057,Malaysia,Online,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.09,21840.0,14000,7840.0,75,SME,Robotics,153
O000487,2024-07-11,C0162,Customer 162,Malaysia,Direct Sales,S001,Smart Home Controller,IoT Devices,Smart Devices,180,8,0.05,1368.0,720,648.0,85,SME,Smart Home,21
O000488,2023-06-07,C0096,Customer 096,Thailand,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.06,4465.0,2700,1765.0,12,SME,Consumer Electronics,61
O000489,2023-04-24,C0070,Customer 070,China,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,6,0.09,5187.0,3240,1947.0,1,Retail,Hospital Systems,86
O000490,2024-06-06,C0113,Customer 113,Singapore,Direct Sales,M002,Operating Table,Medical Equipment,Medical,18000,2,0.05,34200.0,22000,12200.0,62,Retail,Industrial Automation,2
O000491,2025-11-08,C0134,Customer 134,Thailand,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.17,9960.0,7000,2960.0,63,Enterprise,Industrial Automation,28
O000492,2023-01-26,C0141,Customer 141,Thailand,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.06,7990.0,5000,2990.0,36,Retail,Consumer Electronics,153
O000493,2025-02-23,C0149,Customer 149,Indonesia,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.1,67500.0,45000,22500.0,25,Retail,Automotive OEM,56
O000494,2023-03-14,C0007,Customer 007,Thailand,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,12,0.05,2052.0,1080,972.0,44,Enterprise,Robotics,27
O000495,2024-05-23,C0169,Customer 169,Thailand,Online,A003,Sensor Processing Unit,Electronics,Autonomous,620,6,0.04,3571.2,2100,1471.2,57,SME,Smart Home,32
O000496,2023-06-09,C0151,Customer 151,Thailand,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.04,2150.4,1190,960.4,39,Enterprise,Automotive OEM,4
O000497,2023-04-18,C0155,Customer 155,China,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.16,42000.0,30000,12000.0,33,Enterprise,Hospital Systems,123
O000498,2023-04-05,C0207,Customer 207,Thailand,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,5,0.09,2821.0,1750,1071.0,19,SME,Industrial Automation,63
O000499,2024-08-01,C0063,Customer 063,Malaysia,Online,A001,Advanced PCB Board,Electronics,Autonomous,450,3,0.03,1309.5,750,559.5,45,SME,Automotive OEM,18
O000500,2025-07-24,C0017,Customer 017,Indonesia,Online,M001,Surgical Light System,Medical Equipment,Medical,12000,3,0.1,32400.0,21000,11400.0,8,Enterprise,Consumer Electronics,59
O000501,2024-09-14,C0164,Customer 164,China,Distributor,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,10,0.07,1302.0,700,602.0,38,SME,Technology,9
O000502,2025-10-07,C0092,Customer 092,Indonesia,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.04,8160.0,5000,3160.0,71,SME,Industrial Automation,1
O000503,2025-04-19,C0100,Customer 100,China,Distributor,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.07,11160.0,7000,4160.0,19,SME,Robotics,168
O000504,2023-01-20,C0160,Customer 160,China,Direct Sales,A002,Control Unit Module,Electronics,Autonomous,780,4,0.08,2870.4,1680,1190.4,76,Retail,Smart Home,110
O000505,2025-02-09,C0181,Customer 181,Indonesia,Online,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,5,0.04,672.0,350,322.0,25,SME,Hospital Systems,133
O000506,2025-12-21,C0060,Customer 060,Thailand,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.13,14790.0,10000,4790.0,17,Enterprise,Industrial Automation,172
O000507,2023-05-03,C0056,Customer 056,Singapore,Online,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.04,72000.0,45000,27000.0,77,Retail,Medical Distributors,18
O000508,2024-04-19,C0083,Customer 083,Indonesia,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,8,0.09,1310.4,720,590.4,4,SME,Consumer Electronics,30
O000509,2025-02-01,C0114,Customer 114,Thailand,Direct Sales,A004,Robotics Motion Controller,Electronics,Autonomous,950,7,0.07,6184.5,3780,2404.5,54,Enterprise,Industrial Automation,138
O000510,2025-11-01,C0192,Customer 192,Indonesia,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.04,24000.0,15000,9000.0,20,SME,Technology,115
O000511,2023-05-08,C0167,Customer 167,Malaysia,Distributor,A003,Sensor Processing Unit,Electronics,Autonomous,620,4,0.07,2306.4,1400,906.4,83,SME,Robotics,39
O000512,2024-06-18,C0118,Customer 118,Indonesia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,3,0.08,2152.8,1260,892.8,76,Enterprise,Industrial Automation,145
O000513,2024-10-30,C0055,Customer 055,China,Retail,A002,Control Unit Module,Electronics,Autonomous,780,3,0.04,2246.4,1260,986.4,8,SME,Automotive OEM,131
O000514,2023-06-02,C0217,Customer 217,Indonesia,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.08,7820.0,5000,2820.0,78,Retail,Hospital Systems,128
O000515,2023-08-12,C0034,Customer 034,Singapore,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.04,24000.0,15000,9000.0,17,Retail,Automotive OEM,169
O000516,2025-08-12,C0054,Customer 054,Singapore,Retail,A002,Control Unit Module,Electronics,Autonomous,780,3,0.03,2269.8,1260,1009.8,7,SME,Hospital Systems,150
O000517,2025-01-03,C0184,Customer 184,China,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.11,7565.0,5000,2565.0,91,Enterprise,Robotics,41
O000518,2024-06-26,C0035,Customer 035,China,Direct Sales,M002,Operating Table,Medical Equipment,Medical,18000,2,0.04,34560.0,22000,12560.0,34,Retail,Automotive OEM,136
O000519,2024-09-15,C0040,Customer 040,Malaysia,Direct Sales,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,9,0.05,1197.0,630,567.0,10,SME,Hospital Systems,162
O000520,2024-11-02,C0205,Customer 205,China,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.08,46000.0,30000,16000.0,57,Retail,Medical Distributors,43
O000521,2024-12-29,C0211,Customer 211,Thailand,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,5,0.07,2883.0,1750,1133.0,60,SME,Hospital Systems,74
O000522,2024-06-16,C0207,Customer 207,Thailand,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.1,22500.0,15000,7500.0,19,SME,Industrial Automation,63
O000523,2025-07-15,C0122,Customer 122,Thailand,Distributor,S001,Smart Home Controller,IoT Devices,Smart Devices,180,10,0.01,1782.0,900,882.0,3,Retail,Technology,139
O000524,2023-07-28,C0112,Customer 112,China,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.08,23000.0,15000,8000.0,50,Enterprise,Industrial Automation,150
O000525,2024-03-31,C0044,Customer 044,China,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.16,21000.0,15000,6000.0,85,Enterprise,Medical Distributors,111
O000526,2025-02-01,C0181,Customer 181,Indonesia,Direct Sales,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,12,0.08,1048.8,540,508.8,25,SME,Hospital Systems,133
O000527,2024-06-14,C0163,Customer 163,Malaysia,Direct Sales,M002,Operating Table,Medical Equipment,Medical,18000,2,0.18,29520.0,22000,7520.0,21,Enterprise,Medical Distributors,1
O000528,2024-02-09,C0179,Customer 179,Indonesia,Retail,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,4,0.1,342.0,180,162.0,41,Enterprise,Medical Distributors,65
O000529,2023-07-08,C0127,Customer 127,Thailand,Direct Sales,A002,Control Unit Module,Electronics,Autonomous,780,6,0.02,4586.4,2520,2066.4,78,Retail,Automotive OEM,156
O000530,2025-08-02,C0017,Customer 017,Indonesia,Distributor,M001,Surgical Light System,Medical Equipment,Medical,12000,4,0.17,39840.0,28000,11840.0,8,Enterprise,Consumer Electronics,59
O000531,2025-06-06,C0023,Customer 023,Malaysia,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,4,0.07,520.8,280,240.8,7,SME,Medical Distributors,29
O000532,2025-02-22,C0140,Customer 140,China,Retail,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,7,0.01,658.35,315,343.35,63,Retail,Automotive OEM,55
O000533,2024-03-15,C0159,Customer 159,Indonesia,Online,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.05,71250.0,45000,26250.0,67,Retail,Robotics,98
O000534,2023-11-01,C0067,Customer 067,Singapore,Distributor,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.08,22080.0,14000,8080.0,35,Retail,Automotive OEM,73
O000535,2025-10-18,C0014,Customer 014,Thailand,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,4,0.02,2430.4,1400,1030.4,90,Enterprise,Smart Home,175
O000536,2024-07-26,C0198,Customer 198,Indonesia,Distributor,A003,Sensor Processing Unit,Electronics,Autonomous,620,7,0.09,3949.4,2450,1499.4,57,Enterprise,Medical Distributors,26
O000537,2025-12-12,C0205,Customer 205,China,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.1,7650.0,5000,2650.0,57,Retail,Medical Distributors,43
O000538,2025-01-05,C0125,Customer 125,Malaysia,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,3,0.05,2707.5,1620,1087.5,31,Retail,Automotive OEM,33
O000539,2025-10-25,C0156,Customer 156,Singapore,Retail,A002,Control Unit Module,Electronics,Autonomous,780,6,0.04,4492.8,2520,1972.8,63,Retail,Industrial Automation,19
O000540,2023-02-23,C0014,Customer 014,Thailand,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,5,0.05,3705.0,2100,1605.0,90,Enterprise,Smart Home,175
O000541,2024-07-29,C0064,Customer 064,Malaysia,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.07,11160.0,7000,4160.0,57,SME,Automotive OEM,140
O000542,2024-04-21,C0129,Customer 129,Indonesia,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.1,22500.0,15000,7500.0,74,Enterprise,Smart Home,174
O000543,2024-05-08,C0155,Customer 155,China,Direct Sales,A001,Advanced PCB Board,Electronics,Autonomous,450,2,0.08,828.0,500,328.0,33,Enterprise,Hospital Systems,123
O000544,2024-03-25,C0091,Customer 091,Malaysia,Retail,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.06,2105.6,1190,915.6,87,SME,Industrial Automation,45
O000545,2023-12-22,C0046,Customer 046,Singapore,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.14,21500.0,15000,6500.0,14,Enterprise,Consumer Electronics,64
O000546,2025-01-04,C0005,Customer 005,Indonesia,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.09,2038.4,1190,848.4,76,SME,Technology,72
O000547,2024-12-21,C0037,Customer 037,Malaysia,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,8,0.08,2355.2,1360,995.2,86,SME,Industrial Automation,167
O000548,2024-01-21,C0072,Customer 072,Indonesia,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,8,0.03,7372.0,4320,3052.0,15,SME,Hospital Systems,20
O000549,2023-03-19,C0065,Customer 065,Thailand,Direct Sales,M002,Operating Table,Medical Equipment,Medical,18000,1,0.05,17100.0,11000,6100.0,86,SME,Hospital Systems,142
O000550,2024-03-24,C0155,Customer 155,China,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,4,0.08,44160.0,28000,16160.0,33,Enterprise,Hospital Systems,123
O000551,2024-02-17,C0020,Customer 020,China,Online,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.08,23000.0,15000,8000.0,19,SME,Technology,68
O000552,2024-10-24,C0107,Customer 107,Indonesia,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.04,23040.0,14000,9040.0,36,SME,Robotics,113
O000553,2023-10-18,C0169,Customer 169,Thailand,Online,M002,Operating Table,Medical Equipment,Medical,18000,1,0.1,16200.0,11000,5200.0,57,SME,Smart Home,32
O000554,2025-02-04,C0012,Customer 012,Malaysia,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,5,0.05,665.0,350,315.0,30,Retail,Medical Distributors,26
O000555,2024-11-20,C0002,Customer 002,Malaysia,Online,A001,Advanced PCB Board,Electronics,Autonomous,450,2,0.03,873.0,500,373.0,76,SME,Medical Distributors,109
O000556,2023-11-19,C0132,Customer 132,Singapore,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,8,0.06,1052.8,560,492.8,45,Retail,Hospital Systems,137
O000557,2025-09-24,C0018,Customer 018,Singapore,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,11,0.01,1034.55,495,539.55,35,Retail,Industrial Automation,17
O000558,2024-12-31,C0089,Customer 089,Singapore,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.06,23970.0,15000,8970.0,65,SME,Smart Home,80
O000559,2024-08-26,C0030,Customer 030,Indonesia,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.08,46000.0,30000,16000.0,48,SME,Automotive OEM,42
O000560,2025-03-12,C0198,Customer 198,Indonesia,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,10,0.05,3040.0,1700,1340.0,57,Enterprise,Medical Distributors,26
O000561,2024-10-13,C0018,Customer 018,Singapore,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,6,0.05,1824.0,1020,804.0,35,Retail,Industrial Automation,17
O000562,2023-08-02,C0157,Customer 157,Indonesia,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.08,3496.0,2160,1336.0,20,SME,Hospital Systems,39
O000563,2023-06-09,C0191,Customer 191,Indonesia,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,3,0.18,20910.0,15000,5910.0,37,Enterprise,Hospital Systems,77
O000564,2023-12-10,C0176,Customer 176,China,Direct Sales,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,9,0.07,795.15,405,390.15,45,Retail,Technology,105
O000565,2024-11-18,C0057,Customer 057,Malaysia,Direct Sales,A004,Robotics Motion Controller,Electronics,Autonomous,950,7,0.04,6384.0,3780,2604.0,75,SME,Robotics,153
O000566,2024-05-26,C0056,Customer 056,Singapore,Direct Sales,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,12,0.03,1629.6,840,789.6,77,Retail,Medical Distributors,18
O000567,2023-08-10,C0214,Customer 214,China,Direct Sales,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,8,0.0,1120.0,560,560.0,50,Retail,Robotics,124
O000568,2025-06-16,C0098,Customer 098,Singapore,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,10,0.12,1232.0,700,532.0,79,Enterprise,Technology,19
O000569,2025-04-27,C0102,Customer 102,Malaysia,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,3,0.05,2707.5,1620,1087.5,7,Retail,Technology,143
O000570,2025-02-07,C0035,Customer 035,China,Retail,M002,Operating Table,Medical Equipment,Medical,18000,3,0.09,49140.0,33000,16140.0,34,Retail,Automotive OEM,136
O000571,2024-04-06,C0217,Customer 217,Indonesia,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.04,72000.0,45000,27000.0,78,Retail,Hospital Systems,128
O000572,2023-03-10,C0092,Customer 092,Indonesia,Direct Sales,A001,Advanced PCB Board,Electronics,Autonomous,450,3,0.05,1282.5,750,532.5,71,SME,Industrial Automation,1
O000573,2023-08-03,C0094,Customer 094,Thailand,Online,M002,Operating Table,Medical Equipment,Medical,18000,1,0.04,17280.0,11000,6280.0,87,SME,Technology,55
O000574,2025-02-07,C0158,Customer 158,Indonesia,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.07,46500.0,30000,16500.0,32,Retail,Medical Distributors,31
O000575,2023-07-10,C0179,Customer 179,Indonesia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,6,0.08,4305.6,2520,1785.6,41,Enterprise,Medical Distributors,65
O000576,2025-06-02,C0159,Customer 159,Indonesia,Distributor,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,14,0.05,1263.5,630,633.5,67,Retail,Robotics,98
O000577,2025-06-08,C0115,Customer 115,Indonesia,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.04,72000.0,45000,27000.0,63,Retail,Robotics,57
O000578,2024-02-25,C0157,Customer 157,Indonesia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.08,15640.0,10000,5640.0,20,SME,Hospital Systems,39
O000579,2024-06-27,C0199,Customer 199,Indonesia,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,7,0.02,651.7,315,336.7,93,Retail,Hospital Systems,37
O000580,2023-07-16,C0158,Customer 158,Indonesia,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.07,22320.0,14000,8320.0,32,Retail,Medical Distributors,31
O000581,2025-10-02,C0151,Customer 151,Thailand,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.12,22000.0,15000,7000.0,39,Enterprise,Automotive OEM,4
O000582,2025-05-25,C0177,Customer 177,Thailand,Online,M002,Operating Table,Medical Equipment,Medical,18000,1,0.16,15120.0,11000,4120.0,21,Enterprise,Medical Distributors,85
O000583,2025-09-10,C0109,Customer 109,Thailand,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.03,16490.0,10000,6490.0,18,Retail,Medical Distributors,39
O000584,2023-12-16,C0123,Customer 123,Singapore,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,6,0.08,524.4,270,254.4,29,Retail,Consumer Electronics,167
O000585,2025-08-27,C0071,Customer 071,Malaysia,Online,M002,Operating Table,Medical Equipment,Medical,18000,2,0.08,33120.0,22000,11120.0,21,SME,Smart Home,114
O000586,2025-08-22,C0074,Customer 074,Malaysia,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.03,4607.5,2700,1907.5,40,SME,Hospital Systems,94
O000587,2025-03-04,C0075,Customer 075,Singapore,Online,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.09,22750.0,15000,7750.0,88,Retail,Robotics,64
O000588,2025-01-26,C0158,Customer 158,Indonesia,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.03,24250.0,15000,9250.0,32,Retail,Medical Distributors,31
O000589,2025-06-19,C0061,Customer 061,Thailand,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,7,0.04,6384.0,3780,2604.0,2,SME,Medical Distributors,118
O000590,2024-07-04,C0023,Customer 023,Malaysia,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,10,0.04,3072.0,1700,1372.0,7,SME,Medical Distributors,29
O000591,2023-07-18,C0081,Customer 081,Malaysia,Online,M002,Operating Table,Medical Equipment,Medical,18000,2,0.16,30240.0,22000,8240.0,52,Enterprise,Robotics,85
O000592,2025-04-27,C0090,Customer 090,China,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.08,2060.8,1190,870.8,71,Enterprise,Smart Home,33
O000593,2025-03-03,C0116,Customer 116,Thailand,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,7,0.12,1108.8,630,478.8,50,SME,Hospital Systems,87
O000594,2025-08-30,C0084,Customer 084,Thailand,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,11,0.07,3273.6,1870,1403.6,5,Enterprise,Smart Home,28
O000595,2023-06-11,C0176,Customer 176,China,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,2,0.06,1165.6,700,465.6,45,Retail,Technology,105
O000596,2025-11-24,C0085,Customer 085,Indonesia,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,11,0.04,3379.2,1870,1509.2,56,SME,Consumer Electronics,156
O000597,2025-07-08,C0208,Customer 208,Indonesia,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.1,22500.0,15000,7500.0,22,SME,Automotive OEM,45
O000598,2024-01-30,C0078,Customer 078,Malaysia,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.06,47000.0,30000,17000.0,53,SME,Consumer Electronics,172
O000599,2025-06-10,C0034,Customer 034,Singapore,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,6,0.09,46410.0,30000,16410.0,17,Retail,Automotive OEM,169
O000600,2024-06-12,C0046,Customer 046,Singapore,Direct Sales,A002,Control Unit Module,Electronics,Autonomous,780,5,0.03,3783.0,2100,1683.0,14,Enterprise,Consumer Electronics,64
O000601,2025-03-24,C0136,Customer 136,China,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,11,0.11,1762.2,990,772.2,79,Enterprise,Smart Home,138
O000602,2025-11-30,C0101,Customer 101,Singapore,Direct Sales,A004,Robotics Motion Controller,Electronics,Autonomous,950,6,0.08,5244.0,3240,2004.0,55,Retail,Medical Distributors,57
O000603,2025-12-06,C0176,Customer 176,China,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,7,0.05,4123.0,2450,1673.0,45,Retail,Technology,105
O000604,2023-10-31,C0146,Customer 146,Indonesia,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,11,0.11,3132.8,1870,1262.8,55,SME,Consumer Electronics,141
